Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:12:50,64,,,,,,,,,
,00:12:51,63,,,,,,,,,
,00:12:52,63,,,,,,,,,
,00:12:53,64,,,,,,,,,
,00:12:54,63,,,,,,,,,
,00:12:55,63,,,,,,,,,
,00:12:56,64,,,,,,,,,
,00:12:57,64,,,,,,,,,
,00:12:58,64,,,,,,,,,
,00:12:59,64,,,,,,,,,
,00:13:00,64,,,,,,,,,
,00:13:01,64,,,,,,,,,
,00:13:02,64,,,,,,,,,
,00:13:03,64,,,,,,,,,
,00:13:04,64,,,,,,,,,
,00:13:05,63,,,,,,,,,
,00:13:06,64,,,,,,,,,
,00:13:07,64,,,,,,,,,
,00:13:08,64,,,,,,,,,
,00:13:09,64,,,,,,,,,
,00:13:10,65,,,,,,,,,
,00:13:11,65,,,,,,,,,
,00:13:12,65,,,,,,,,,
,00:13:13,63,,,,,,,,,
,00:13:14,63,,,,,,,,,
,00:13:15,63,,,,,,,,,
,00:13:16,63,,,,,,,,,
,00:13:17,63,,,,,,,,,
,00:13:18,64,,,,,,,,,
,00:13:19,64,,,,,,,,,
,00:13:20,64,,,,,,,,,
,00:13:21,64,,,,,,,,,
,00:13:22,64,,,,,,,,,
,00:13:23,64,,,,,,,,,
,00:13:24,63,,,,,,,,,
,00:13:25,63,,,,,,,,,
,00:13:26,63,,,,,,,,,
,00:13:27,63,,,,,,,,,
,00:13:28,63,,,,,,,,,
,00:13:29,63,,,,,,,,,
,00:13:30,63,,,,,,,,,
,00:13:31,63,,,,,,,,,
,00:13:32,62,,,,,,,,,
,00:13:33,62,,,,,,,,,
,00:13:34,62,,,,,,,,,
,00:13:35,62,,,,,,,,,
,00:13:36,62,,,,,,,,,
,00:13:37,63,,,,,,,,,
,00:13:38,63,,,,,,,,,
,00:13:39,63,,,,,,,,,
,00:13:40,63,,,,,,,,,
,00:13:41,63,,,,,,,,,
,00:13:42,63,,,,,,,,,
,00:13:43,63,,,,,,,,,
,00:13:44,63,,,,,,,,,
,00:13:45,64,,,,,,,,,
,00:13:46,64,,,,,,,,,
,00:13:47,64,,,,,,,,,
,00:13:48,65,,,,,,,,,
,00:13:49,65,,,,,,,,,
,00:13:50,65,,,,,,,,,
,00:13:51,65,,,,,,,,,
,00:13:52,65,,,,,,,,,
,00:13:53,65,,,,,,,,,
,00:13:54,65,,,,,,,,,
,00:13:55,65,,,,,,,,,
,00:13:56,66,,,,,,,,,
,00:13:57,65,,,,,,,,,
,00:13:58,66,,,,,,,,,
,00:13:59,66,,,,,,,,,
,00:14:00,66,,,,,,,,,
,00:14:01,65,,,,,,,,,
,00:14:02,66,,,,,,,,,
,00:14:03,66,,,,,,,,,
,00:14:04,66,,,,,,,,,
,00:14:05,66,,,,,,,,,
,00:14:06,66,,,,,,,,,
,00:14:07,65,,,,,,,,,
,00:14:08,65,,,,,,,,,
,00:14:09,64,,,,,,,,,
,00:14:10,64,,,,,,,,,
,00:14:11,63,,,,,,,,,
,00:14:12,63,,,,,,,,,
,00:14:13,64,,,,,,,,,
,00:14:14,64,,,,,,,,,
,00:14:15,64,,,,,,,,,
,00:14:16,64,,,,,,,,,
,00:14:17,64,,,,,,,,,
,00:14:18,63,,,,,,,,,
,00:14:19,63,,,,,,,,,
,00:14:20,64,,,,,,,,,
,00:14:21,63,,,,,,,,,
,00:14:22,63,,,,,,,,,
,00:14:23,63,,,,,,,,,
,00:14:24,64,,,,,,,,,
,00:14:25,64,,,,,,,,,
,00:14:26,64,,,,,,,,,
,00:14:27,64,,,,,,,,,
,00:14:28,64,,,,,,,,,
,00:14:29,64,,,,,,,,,
,00:14:30,64,,,,,,,,,
,00:14:31,65,,,,,,,,,
,00:14:32,64,,,,,,,,,
,00:14:33,64,,,,,,,,,
,00:14:34,65,,,,,,,,,
,00:14:35,65,,,,,,,,,
,00:14:36,65,,,,,,,,,
,00:14:37,65,,,,,,,,,
,00:14:38,65,,,,,,,,,
,00:14:39,65,,,,,,,,,
,00:14:40,65,,,,,,,,,
,00:14:41,65,,,,,,,,,
,00:14:42,65,,,,,,,,,
,00:14:43,65,,,,,,,,,
,00:14:44,65,,,,,,,,,
,00:14:45,65,,,,,,,,,
,00:14:46,65,,,,,,,,,
,00:14:47,64,,,,,,,,,
,00:14:48,64,,,,,,,,,
,00:14:49,64,,,,,,,,,
,00:14:50,64,,,,,,,,,
,00:14:51,64,,,,,,,,,
,00:14:52,65,,,,,,,,,
,00:14:53,65,,,,,,,,,
,00:14:54,65,,,,,,,,,
,00:14:55,65,,,,,,,,,
,00:14:56,65,,,,,,,,,
,00:14:57,65,,,,,,,,,
,00:14:58,64,,,,,,,,,
,00:14:59,64,,,,,,,,,
,00:15:00,65,,,,,,,,,
,00:15:01,65,,,,,,,,,
,00:15:02,67,,,,,,,,,
,00:15:03,68,,,,,,,,,
,00:15:04,69,,,,,,,,,
,00:15:05,69,,,,,,,,,
,00:15:06,69,,,,,,,,,
,00:15:07,68,,,,,,,,,
,00:15:08,68,,,,,,,,,
,00:15:09,68,,,,,,,,,
,00:15:10,67,,,,,,,,,
,00:15:11,68,,,,,,,,,
,00:15:12,68,,,,,,,,,
,00:15:13,68,,,,,,,,,
,00:15:14,67,,,,,,,,,
,00:15:15,67,,,,,,,,,
,00:15:16,67,,,,,,,,,
,00:15:17,66,,,,,,,,,
,00:15:18,66,,,,,,,,,
,00:15:19,65,,,,,,,,,
,00:15:20,65,,,,,,,,,
,00:15:21,65,,,,,,,,,
,00:15:22,65,,,,,,,,,
,00:15:23,65,,,,,,,,,
,00:15:24,65,,,,,,,,,
,00:15:25,65,,,,,,,,,
,00:15:26,65,,,,,,,,,
,00:15:27,65,,,,,,,,,
,00:15:28,65,,,,,,,,,
,00:15:29,65,,,,,,,,,
,00:15:30,65,,,,,,,,,
,00:15:31,65,,,,,,,,,
,00:15:32,64,,,,,,,,,
,00:15:33,64,,,,,,,,,
,00:15:34,64,,,,,,,,,
,00:15:35,65,,,,,,,,,
,00:15:36,65,,,,,,,,,
,00:15:37,65,,,,,,,,,
,00:15:38,65,,,,,,,,,
,00:15:39,64,,,,,,,,,
,00:15:40,64,,,,,,,,,
,00:15:41,64,,,,,,,,,
,00:15:42,64,,,,,,,,,
,00:15:43,64,,,,,,,,,
,00:15:44,64,,,,,,,,,
,00:15:45,64,,,,,,,,,
,00:15:46,64,,,,,,,,,
,00:15:47,64,,,,,,,,,
,00:15:48,64,,,,,,,,,
,00:15:49,65,,,,,,,,,
,00:15:50,64,,,,,,,,,
,00:15:51,65,,,,,,,,,
,00:15:52,65,,,,,,,,,
,00:15:53,64,,,,,,,,,
,00:15:54,64,,,,,,,,,
,00:15:55,65,,,,,,,,,
,00:15:56,65,,,,,,,,,
,00:15:57,65,,,,,,,,,
,00:15:58,65,,,,,,,,,
,00:15:59,65,,,,,,,,,
,00:16:00,65,,,,,,,,,
,00:16:01,66,,,,,,,,,
,00:16:02,66,,,,,,,,,
,00:16:03,66,,,,,,,,,
,00:16:04,66,,,,,,,,,
,00:16:05,66,,,,,,,,,
,00:16:06,66,,,,,,,,,
,00:16:07,66,,,,,,,,,
,00:16:08,66,,,,,,,,,
,00:16:09,66,,,,,,,,,
,00:16:10,66,,,,,,,,,
,00:16:11,66,,,,,,,,,
,00:16:12,66,,,,,,,,,
,00:16:13,65,,,,,,,,,
,00:16:14,65,,,,,,,,,
,00:16:15,65,,,,,,,,,
,00:16:16,65,,,,,,,,,
,00:16:17,65,,,,,,,,,
,00:16:18,65,,,,,,,,,
,00:16:19,65,,,,,,,,,
,00:16:20,65,,,,,,,,,
,00:16:21,65,,,,,,,,,
,00:16:22,65,,,,,,,,,
,00:16:23,64,,,,,,,,,
,00:16:24,64,,,,,,,,,
,00:16:25,64,,,,,,,,,
,00:16:26,64,,,,,,,,,
,00:16:27,64,,,,,,,,,
,00:16:28,64,,,,,,,,,
,00:16:29,63,,,,,,,,,
,00:16:30,63,,,,,,,,,
,00:16:31,63,,,,,,,,,
,00:16:32,63,,,,,,,,,
,00:16:33,63,,,,,,,,,
,00:16:34,63,,,,,,,,,
,00:16:35,63,,,,,,,,,
,00:16:36,62,,,,,,,,,
,00:16:37,63,,,,,,,,,
,00:16:38,63,,,,,,,,,
,00:16:39,63,,,,,,,,,
,00:16:40,63,,,,,,,,,
,00:16:41,63,,,,,,,,,
,00:16:42,63,,,,,,,,,
,00:16:43,63,,,,,,,,,
,00:16:44,63,,,,,,,,,
,00:16:45,63,,,,,,,,,
,00:16:46,63,,,,,,,,,
,00:16:47,64,,,,,,,,,
,00:16:48,64,,,,,,,,,
,00:16:49,64,,,,,,,,,
,00:16:50,64,,,,,,,,,
,00:16:51,64,,,,,,,,,
,00:16:52,64,,,,,,,,,
,00:16:53,64,,,,,,,,,
,00:16:54,64,,,,,,,,,
,00:16:55,65,,,,,,,,,
,00:16:56,65,,,,,,,,,
,00:16:57,65,,,,,,,,,
,00:16:58,65,,,,,,,,,
,00:16:59,64,,,,,,,,,
,00:17:00,64,,,,,,,,,
,00:17:01,64,,,,,,,,,
,00:17:02,65,,,,,,,,,
,00:17:03,65,,,,,,,,,
,00:17:04,65,,,,,,,,,
,00:17:05,65,,,,,,,,,
,00:17:06,65,,,,,,,,,
,00:17:07,65,,,,,,,,,
,00:17:08,65,,,,,,,,,
,00:17:09,66,,,,,,,,,
,00:17:10,66,,,,,,,,,
,00:17:11,66,,,,,,,,,
,00:17:12,66,,,,,,,,,
,00:17:13,66,,,,,,,,,
,00:17:14,65,,,,,,,,,
,00:17:15,65,,,,,,,,,
,00:17:16,65,,,,,,,,,
,00:17:17,65,,,,,,,,,
,00:17:18,65,,,,,,,,,
,00:17:19,65,,,,,,,,,
,00:17:20,65,,,,,,,,,
,00:17:21,65,,,,,,,,,
,00:17:22,65,,,,,,,,,
,00:17:23,65,,,,,,,,,
,00:17:24,65,,,,,,,,,
,00:17:25,65,,,,,,,,,
,00:17:26,65,,,,,,,,,
,00:17:27,65,,,,,,,,,
,00:17:28,65,,,,,,,,,
,00:17:29,65,,,,,,,,,
,00:17:30,65,,,,,,,,,
,00:17:31,65,,,,,,,,,
,00:17:32,65,,,,,,,,,
,00:17:33,65,,,,,,,,,
,00:17:34,65,,,,,,,,,
,00:17:35,65,,,,,,,,,
,00:17:36,65,,,,,,,,,
,00:17:37,65,,,,,,,,,
,00:17:38,66,,,,,,,,,
,00:17:39,65,,,,,,,,,
,00:17:40,65,,,,,,,,,
,00:17:41,65,,,,,,,,,
,00:17:42,65,,,,,,,,,
,00:17:43,65,,,,,,,,,
,00:17:44,65,,,,,,,,,
,00:17:45,65,,,,,,,,,
,00:17:46,65,,,,,,,,,
,00:17:47,66,,,,,,,,,
,00:17:48,66,,,,,,,,,
,00:17:49,67,,,,,,,,,
,00:17:50,67,,,,,,,,,
,00:17:51,67,,,,,,,,,
,00:17:52,66,,,,,,,,,
,00:17:53,66,,,,,,,,,
,00:17:54,66,,,,,,,,,
,00:17:55,66,,,,,,,,,
,00:17:56,66,,,,,,,,,
,00:17:57,66,,,,,,,,,
,00:17:58,67,,,,,,,,,
,00:17:59,67,,,,,,,,,
,00:18:00,67,,,,,,,,,
,00:18:01,67,,,,,,,,,
,00:18:02,67,,,,,,,,,
,00:18:03,67,,,,,,,,,
,00:18:04,68,,,,,,,,,
,00:18:05,68,,,,,,,,,
,00:18:06,69,,,,,,,,,
,00:18:07,69,,,,,,,,,
,00:18:08,69,,,,,,,,,
,00:18:09,70,,,,,,,,,
,00:18:10,70,,,,,,,,,
,00:18:11,70,,,,,,,,,
,00:18:12,69,,,,,,,,,
,00:18:13,69,,,,,,,,,
,00:18:14,68,,,,,,,,,
,00:18:15,69,,,,,,,,,
,00:18:16,68,,,,,,,,,
,00:18:17,68,,,,,,,,,
,00:18:18,68,,,,,,,,,
,00:18:19,68,,,,,,,,,
,00:18:20,68,,,,,,,,,
,00:18:21,68,,,,,,,,,
,00:18:22,68,,,,,,,,,
,00:18:23,68,,,,,,,,,
,00:18:24,68,,,,,,,,,
,00:18:25,68,,,,,,,,,
,00:18:26,68,,,,,,,,,
,00:18:27,68,,,,,,,,,
,00:18:28,68,,,,,,,,,
,00:18:29,68,,,,,,,,,
,00:18:30,69,,,,,,,,,
,00:18:31,69,,,,,,,,,
,00:18:32,69,,,,,,,,,
,00:18:33,69,,,,,,,,,
,00:18:34,69,,,,,,,,,
,00:18:35,69,,,,,,,,,
,00:18:36,69,,,,,,,,,
,00:18:37,69,,,,,,,,,
,00:18:38,70,,,,,,,,,
,00:18:39,70,,,,,,,,,
,00:18:40,70,,,,,,,,,
,00:18:41,70,,,,,,,,,
,00:18:42,69,,,,,,,,,
,00:18:43,68,,,,,,,,,
,00:18:44,68,,,,,,,,,
,00:18:45,68,,,,,,,,,
,00:18:46,68,,,,,,,,,
,00:18:47,68,,,,,,,,,
,00:18:48,68,,,,,,,,,
,00:18:49,69,,,,,,,,,
,00:18:50,69,,,,,,,,,
,00:18:51,69,,,,,,,,,
,00:18:52,69,,,,,,,,,
,00:18:53,69,,,,,,,,,
,00:18:54,68,,,,,,,,,
,00:18:55,68,,,,,,,,,
,00:18:56,69,,,,,,,,,
,00:18:57,68,,,,,,,,,
,00:18:58,68,,,,,,,,,
,00:18:59,68,,,,,,,,,
,00:19:00,68,,,,,,,,,
,00:19:01,68,,,,,,,,,
,00:19:02,69,,,,,,,,,
,00:19:03,69,,,,,,,,,
,00:19:04,69,,,,,,,,,
,00:19:05,69,,,,,,,,,
,00:19:06,69,,,,,,,,,
,00:19:07,69,,,,,,,,,
,00:19:08,69,,,,,,,,,
,00:19:09,69,,,,,,,,,
,00:19:10,69,,,,,,,,,
,00:19:11,69,,,,,,,,,
,00:19:12,69,,,,,,,,,
,00:19:13,69,,,,,,,,,
,00:19:14,69,,,,,,,,,
,00:19:15,69,,,,,,,,,
,00:19:16,69,,,,,,,,,
,00:19:17,68,,,,,,,,,
,00:19:18,68,,,,,,,,,
,00:19:19,67,,,,,,,,,
,00:19:20,67,,,,,,,,,
,00:19:21,66,,,,,,,,,
,00:19:22,66,,,,,,,,,
,00:19:23,66,,,,,,,,,
,00:19:24,66,,,,,,,,,
,00:19:25,66,,,,,,,,,
,00:19:26,66,,,,,,,,,
,00:19:27,66,,,,,,,,,
,00:19:28,66,,,,,,,,,
,00:19:29,66,,,,,,,,,
,00:19:30,65,,,,,,,,,
,00:19:31,65,,,,,,,,,
,00:19:32,65,,,,,,,,,
,00:19:33,65,,,,,,,,,
,00:19:34,65,,,,,,,,,
,00:19:35,66,,,,,,,,,
,00:19:36,66,,,,,,,,,
,00:19:37,66,,,,,,,,,
,00:19:38,65,,,,,,,,,
,00:19:39,66,,,,,,,,,
,00:19:40,66,,,,,,,,,
,00:19:41,66,,,,,,,,,
,00:19:42,66,,,,,,,,,
,00:19:43,66,,,,,,,,,
,00:19:44,66,,,,,,,,,
,00:19:45,66,,,,,,,,,
,00:19:46,66,,,,,,,,,
,00:19:47,66,,,,,,,,,
,00:19:48,66,,,,,,,,,
,00:19:49,66,,,,,,,,,
,00:19:50,67,,,,,,,,,
,00:19:51,67,,,,,,,,,
,00:19:52,67,,,,,,,,,
,00:19:53,67,,,,,,,,,
,00:19:54,66,,,,,,,,,
,00:19:55,67,,,,,,,,,
,00:19:56,67,,,,,,,,,
,00:19:57,66,,,,,,,,,
,00:19:58,66,,,,,,,,,
,00:19:59,67,,,,,,,,,
,00:20:00,67,,,,,,,,,
,00:20:01,67,,,,,,,,,
,00:20:02,67,,,,,,,,,
,00:20:03,67,,,,,,,,,
,00:20:04,67,,,,,,,,,
,00:20:05,67,,,,,,,,,
,00:20:06,67,,,,,,,,,
,00:20:07,67,,,,,,,,,
,00:20:08,66,,,,,,,,,
,00:20:09,67,,,,,,,,,
,00:20:10,67,,,,,,,,,
,00:20:11,67,,,,,,,,,
,00:20:12,67,,,,,,,,,
,00:20:13,67,,,,,,,,,
,00:20:14,66,,,,,,,,,
,00:20:15,66,,,,,,,,,
,00:20:16,66,,,,,,,,,
,00:20:17,66,,,,,,,,,
,00:20:18,66,,,,,,,,,
,00:20:19,66,,,,,,,,,
,00:20:20,66,,,,,,,,,
,00:20:21,65,,,,,,,,,
,00:20:22,65,,,,,,,,,
,00:20:23,65,,,,,,,,,
,00:20:24,65,,,,,,,,,
,00:20:25,65,,,,,,,,,
,00:20:26,66,,,,,,,,,
,00:20:27,66,,,,,,,,,
,00:20:28,66,,,,,,,,,
,00:20:29,66,,,,,,,,,
,00:20:30,66,,,,,,,,,
,00:20:31,66,,,,,,,,,
,00:20:32,66,,,,,,,,,
,00:20:33,66,,,,,,,,,
,00:20:34,66,,,,,,,,,
,00:20:35,66,,,,,,,,,
,00:20:36,66,,,,,,,,,
,00:20:37,66,,,,,,,,,
,00:20:38,66,,,,,,,,,
,00:20:39,67,,,,,,,,,
,00:20:40,67,,,,,,,,,
,00:20:41,67,,,,,,,,,
,00:20:42,67,,,,,,,,,
,00:20:43,67,,,,,,,,,
,00:20:44,67,,,,,,,,,
,00:20:45,67,,,,,,,,,
,00:20:46,67,,,,,,,,,
,00:20:47,67,,,,,,,,,
,00:20:48,67,,,,,,,,,
,00:20:49,67,,,,,,,,,
,00:20:50,67,,,,,,,,,
,00:20:51,67,,,,,,,,,
,00:20:52,67,,,,,,,,,
,00:20:53,67,,,,,,,,,
,00:20:54,67,,,,,,,,,
,00:20:55,67,,,,,,,,,
,00:20:56,67,,,,,,,,,
,00:20:57,66,,,,,,,,,
,00:20:58,66,,,,,,,,,
,00:20:59,66,,,,,,,,,
,00:21:00,66,,,,,,,,,
,00:21:01,66,,,,,,,,,
,00:21:02,66,,,,,,,,,
,00:21:03,66,,,,,,,,,
,00:21:04,66,,,,,,,,,
,00:21:05,65,,,,,,,,,
,00:21:06,65,,,,,,,,,
,00:21:07,65,,,,,,,,,
,00:21:08,65,,,,,,,,,
,00:21:09,65,,,,,,,,,
,00:21:10,65,,,,,,,,,
,00:21:11,65,,,,,,,,,
,00:21:12,65,,,,,,,,,
,00:21:13,65,,,,,,,,,
,00:21:14,65,,,,,,,,,
,00:21:15,64,,,,,,,,,
,00:21:16,64,,,,,,,,,
,00:21:17,64,,,,,,,,,
,00:21:18,64,,,,,,,,,
,00:21:19,64,,,,,,,,,
,00:21:20,64,,,,,,,,,
,00:21:21,64,,,,,,,,,
,00:21:22,64,,,,,,,,,
,00:21:23,64,,,,,,,,,
,00:21:24,64,,,,,,,,,
,00:21:25,64,,,,,,,,,
,00:21:26,64,,,,,,,,,
,00:21:27,64,,,,,,,,,
,00:21:28,64,,,,,,,,,
,00:21:29,64,,,,,,,,,
,00:21:30,64,,,,,,,,,
,00:21:31,65,,,,,,,,,
,00:21:32,64,,,,,,,,,
,00:21:33,64,,,,,,,,,
,00:21:34,64,,,,,,,,,
,00:21:35,64,,,,,,,,,
,00:21:36,64,,,,,,,,,
,00:21:37,64,,,,,,,,,
,00:21:38,64,,,,,,,,,
,00:21:39,64,,,,,,,,,
,00:21:40,64,,,,,,,,,
,00:21:41,64,,,,,,,,,
,00:21:42,65,,,,,,,,,
,00:21:43,65,,,,,,,,,
,00:21:44,65,,,,,,,,,
,00:21:45,65,,,,,,,,,
,00:21:46,65,,,,,,,,,
,00:21:47,66,,,,,,,,,
,00:21:48,66,,,,,,,,,
,00:21:49,66,,,,,,,,,
,00:21:50,66,,,,,,,,,
,00:21:51,66,,,,,,,,,
,00:21:52,66,,,,,,,,,
,00:21:53,67,,,,,,,,,
,00:21:54,67,,,,,,,,,
,00:21:55,68,,,,,,,,,
,00:21:56,68,,,,,,,,,
,00:21:57,68,,,,,,,,,
,00:21:58,68,,,,,,,,,
,00:21:59,69,,,,,,,,,
,00:22:00,69,,,,,,,,,
,00:22:01,69,,,,,,,,,
,00:22:02,70,,,,,,,,,
,00:22:03,73,,,,,,,,,
,00:22:04,74,,,,,,,,,
,00:22:05,74,,,,,,,,,
,00:22:06,74,,,,,,,,,
,00:22:07,73,,,,,,,,,
,00:22:08,73,,,,,,,,,
,00:22:09,72,,,,,,,,,
,00:22:10,72,,,,,,,,,
,00:22:11,72,,,,,,,,,
,00:22:12,71,,,,,,,,,
,00:22:13,71,,,,,,,,,
,00:22:14,70,,,,,,,,,
,00:22:15,70,,,,,,,,,
,00:22:16,70,,,,,,,,,
,00:22:17,70,,,,,,,,,
,00:22:18,71,,,,,,,,,
,00:22:19,72,,,,,,,,,
,00:22:20,73,,,,,,,,,
,00:22:21,76,,,,,,,,,
,00:22:22,77,,,,,,,,,
,00:22:23,80,,,,,,,,,
,00:22:24,82,,,,,,,,,
,00:22:25,85,,,,,,,,,
,00:22:26,86,,,,,,,,,
,00:22:27,89,,,,,,,,,
,00:22:28,91,,,,,,,,,
,00:22:29,92,,,,,,,,,
,00:22:30,93,,,,,,,,,
,00:22:31,93,,,,,,,,,
,00:22:32,93,,,,,,,,,
,00:22:33,93,,,,,,,,,
,00:22:34,93,,,,,,,,,
,00:22:35,93,,,,,,,,,
,00:22:36,92,,,,,,,,,
,00:22:37,92,,,,,,,,,
,00:22:38,91,,,,,,,,,
,00:22:39,91,,,,,,,,,
,00:22:40,90,,,,,,,,,
,00:22:41,90,,,,,,,,,
,00:22:42,89,,,,,,,,,
,00:22:43,89,,,,,,,,,
,00:22:44,90,,,,,,,,,
,00:22:45,90,,,,,,,,,
,00:22:46,91,,,,,,,,,
,00:22:47,92,,,,,,,,,
,00:22:48,92,,,,,,,,,
,00:22:49,92,,,,,,,,,
,00:22:50,91,,,,,,,,,
,00:22:51,91,,,,,,,,,
,00:22:52,91,,,,,,,,,
,00:22:53,91,,,,,,,,,
,00:22:54,87,,,,,,,,,
,00:22:55,85,,,,,,,,,
,00:22:56,84,,,,,,,,,
,00:22:57,83,,,,,,,,,
,00:22:58,82,,,,,,,,,
,00:22:59,82,,,,,,,,,
,00:23:00,81,,,,,,,,,
,00:23:01,79,,,,,,,,,
,00:23:02,78,,,,,,,,,
,00:23:03,77,,,,,,,,,
,00:23:04,75,,,,,,,,,
,00:23:05,74,,,,,,,,,
,00:23:06,74,,,,,,,,,
,00:23:07,74,,,,,,,,,
,00:23:08,75,,,,,,,,,
,00:23:09,75,,,,,,,,,
,00:23:10,74,,,,,,,,,
,00:23:11,74,,,,,,,,,
,00:23:12,73,,,,,,,,,
,00:23:13,72,,,,,,,,,
,00:23:14,72,,,,,,,,,
,00:23:15,72,,,,,,,,,
,00:23:16,72,,,,,,,,,
,00:23:17,72,,,,,,,,,
,00:23:18,71,,,,,,,,,
,00:23:19,72,,,,,,,,,
,00:23:20,72,,,,,,,,,
,00:23:21,72,,,,,,,,,
,00:23:22,72,,,,,,,,,
,00:23:23,73,,,,,,,,,
,00:23:24,73,,,,,,,,,
,00:23:25,74,,,,,,,,,
,00:23:26,74,,,,,,,,,
,00:23:27,74,,,,,,,,,
,00:23:28,73,,,,,,,,,
,00:23:29,73,,,,,,,,,
,00:23:30,73,,,,,,,,,
,00:23:31,72,,,,,,,,,
,00:23:32,72,,,,,,,,,
,00:23:33,71,,,,,,,,,
,00:23:34,71,,,,,,,,,
,00:23:35,70,,,,,,,,,
,00:23:36,70,,,,,,,,,
,00:23:37,70,,,,,,,,,
,00:23:38,69,,,,,,,,,
,00:23:39,69,,,,,,,,,
,00:23:40,68,,,,,,,,,
,00:23:41,67,,,,,,,,,
,00:23:42,66,,,,,,,,,
,00:23:43,65,,,,,,,,,
,00:23:44,64,,,,,,,,,
,00:23:45,64,,,,,,,,,
,00:23:46,64,,,,,,,,,
,00:23:47,64,,,,,,,,,
,00:23:48,64,,,,,,,,,
,00:23:49,64,,,,,,,,,
,00:23:50,63,,,,,,,,,
,00:23:51,62,,,,,,,,,
,00:23:52,62,,,,,,,,,
,00:23:53,61,,,,,,,,,
,00:23:54,61,,,,,,,,,
,00:23:55,61,,,,,,,,,
,00:23:56,62,,,,,,,,,
,00:23:57,62,,,,,,,,,
,00:23:58,63,,,,,,,,,
,00:23:59,63,,,,,,,,,
,00:24:00,63,,,,,,,,,
,00:24:01,64,,,,,,,,,
,00:24:02,64,,,,,,,,,
,00:24:03,65,,,,,,,,,
,00:24:04,65,,,,,,,,,
,00:24:05,66,,,,,,,,,
,00:24:06,66,,,,,,,,,
,00:24:07,66,,,,,,,,,
,00:24:08,67,,,,,,,,,
,00:24:09,67,,,,,,,,,
,00:24:10,67,,,,,,,,,
,00:24:11,67,,,,,,,,,
,00:24:12,67,,,,,,,,,
,00:24:13,67,,,,,,,,,
,00:24:14,66,,,,,,,,,
,00:24:15,65,,,,,,,,,
,00:24:16,64,,,,,,,,,
,00:24:17,64,,,,,,,,,
,00:24:18,64,,,,,,,,,
,00:24:19,64,,,,,,,,,
,00:24:20,64,,,,,,,,,
,00:24:21,64,,,,,,,,,
,00:24:22,64,,,,,,,,,
,00:24:23,64,,,,,,,,,
,00:24:24,64,,,,,,,,,
,00:24:25,64,,,,,,,,,
,00:24:26,64,,,,,,,,,
,00:24:27,64,,,,,,,,,
,00:24:28,64,,,,,,,,,
,00:24:29,65,,,,,,,,,
,00:24:30,66,,,,,,,,,
,00:24:31,67,,,,,,,,,
,00:24:32,67,,,,,,,,,
,00:24:33,67,,,,,,,,,
,00:24:34,68,,,,,,,,,
,00:24:35,68,,,,,,,,,
,00:24:36,67,,,,,,,,,
,00:24:37,68,,,,,,,,,
,00:24:38,68,,,,,,,,,
,00:24:39,68,,,,,,,,,
,00:24:40,68,,,,,,,,,
,00:24:41,68,,,,,,,,,
,00:24:42,68,,,,,,,,,
,00:24:43,67,,,,,,,,,
,00:24:44,67,,,,,,,,,
,00:24:45,67,,,,,,,,,
,00:24:46,67,,,,,,,,,
,00:24:47,67,,,,,,,,,
,00:24:48,68,,,,,,,,,
,00:24:49,67,,,,,,,,,
,00:24:50,66,,,,,,,,,
,00:24:51,65,,,,,,,,,
,00:24:52,65,,,,,,,,,
,00:24:53,66,,,,,,,,,
,00:24:54,66,,,,,,,,,
,00:24:55,67,,,,,,,,,
,00:24:56,67,,,,,,,,,
,00:24:57,68,,,,,,,,,
,00:24:58,67,,,,,,,,,
,00:24:59,66,,,,,,,,,
,00:25:00,66,,,,,,,,,
,00:25:01,66,,,,,,,,,
,00:25:02,66,,,,,,,,,
,00:25:03,66,,,,,,,,,
,00:25:04,67,,,,,,,,,
,00:25:05,68,,,,,,,,,
,00:25:06,69,,,,,,,,,
,00:25:07,69,,,,,,,,,
,00:25:08,69,,,,,,,,,
,00:25:09,68,,,,,,,,,
,00:25:10,67,,,,,,,,,
,00:25:11,67,,,,,,,,,
,00:25:12,67,,,,,,,,,
,00:25:13,67,,,,,,,,,
,00:25:14,67,,,,,,,,,
,00:25:15,67,,,,,,,,,
,00:25:16,67,,,,,,,,,
,00:25:17,66,,,,,,,,,
,00:25:18,66,,,,,,,,,
,00:25:19,66,,,,,,,,,
,00:25:20,66,,,,,,,,,
,00:25:21,66,,,,,,,,,
,00:25:22,66,,,,,,,,,
,00:25:23,66,,,,,,,,,
,00:25:24,67,,,,,,,,,
,00:25:25,68,,,,,,,,,
,00:25:26,68,,,,,,,,,
,00:25:27,68,,,,,,,,,
,00:25:28,68,,,,,,,,,
,00:25:29,68,,,,,,,,,
,00:25:30,68,,,,,,,,,
,00:25:31,67,,,,,,,,,
,00:25:32,67,,,,,,,,,
,00:25:33,67,,,,,,,,,
,00:25:34,68,,,,,,,,,
,00:25:35,68,,,,,,,,,
,00:25:36,69,,,,,,,,,
,00:25:37,69,,,,,,,,,
,00:25:38,69,,,,,,,,,
,00:25:39,68,,,,,,,,,
,00:25:40,68,,,,,,,,,
,00:25:41,68,,,,,,,,,
,00:25:42,68,,,,,,,,,
